"","x"
"23106034091:night_amuse.m2",142.660979131305
"23106034092:night_amuse.m2",170.638492974247
"23106039091:night_amuse.m2",237.608989910043
"23106039092:night_amuse.m2",211.341216946336
"23106039093:night_amuse.m2",238.04040839138
"23106056091:night_amuse.m2",208.633101727552
"23106056092:night_amuse.m2",187.130210383431
"23106056093:night_amuse.m2",215.425818869926
"23102007092:culture.m2",48.8583448657638
"23102007093:culture.m2",-61.3372277072435
"23102059091:culture.m2",-107.349558237026
"23102059092:culture.m2",209.63682000031
"231020650:culture.m2",-7.50057841610356
"231020800:culture.m2",219.347595637788
"23103118093:culture.m2",-43.1594054410748
"231040080:culture.m2",19.5054001201898
"23104086091:culture.m2",289.768916530185
"23104136091:culture.m2",-52.2453537499225
"23104136092:culture.m2",-113.910128471147
"23104136093:culture.m2",119.333238242157
"231050140:culture.m2",-296.101375001598
"23105024001:culture.m2",-789.778671996013
"23105026091:culture.m2",295.315949967804
"23105026092:culture.m2",-634.570985965856
"23105041001:culture.m2",16.173289804792
"23105056091:culture.m2",89.2416437075564
"23105056093:culture.m2",284.070765273291
"231050670:culture.m2",-519.326674468733
"231050690:culture.m2",641.810301538297
"23105093091:culture.m2",-65.5853079639403
"23105119094:culture.m2",-57.5191195931306
"23105119095:culture.m2",222.137425145804
"23105124091:culture.m2",-115.351984029217
"23105124092:culture.m2",-17.5015998585106
"23105124093:culture.m2",-489.516798314113
"23105124094:culture.m2",-20.6278847050533
"23106007091:culture.m2",-560.580867625704
"23106007092:culture.m2",-139.265924124252
"23106007093:culture.m2",31.2778366264082
"23106007094:culture.m2",139.599860508067
"23106019091:culture.m2",-222.319837858455
"23106019092:culture.m2",342.775339392193
"23106019093:culture.m2",196.008728753
"23106019094:culture.m2",239.183582269725
"23106019095:culture.m2",-1031.57922410835
"23106024091:culture.m2",208.667437701544
"23106034091:culture.m2",21.462902067491
"23106034092:culture.m2",-101.435518153313
"23106039091:culture.m2",-167.532630575842
"23106039092:culture.m2",-19.9481616161603
"23106039093:culture.m2",107.632755322174
"23106056091:culture.m2",-368.929764240126
"23106056092:culture.m2",69.9790823258386
"23106056093:culture.m2",-61.5360463606763
"23102007092:distance2",-0.000336251007460514
"23102007093:distance2",0.000644312944365475
"23102059091:distance2",-0.00208750156402134
"23102059092:distance2",-0.000273466470164604
"231020650:distance2",-0.000373655811119738
"231020800:distance2",-0.00101690712166575
"23103118093:distance2",-0.000947769175326585
"231040080:distance2",-0.000677274766124221
"23104086091:distance2",-0.000696910779144151
"23104136091:distance2",-0.000509912930991965
"23104136092:distance2",-0.00347559246294684
"23104136093:distance2",-0.00217824115315594
"231050140:distance2",-0.00105040611807506
"23105024001:distance2",-0.000185115540912285
"23105026091:distance2",-0.000950122445079747
"23105026092:distance2",-0.00197080727673
"23105041001:distance2",0.00324070584259185
"23105056091:distance2",-0.000303595728965169
"23105056093:distance2",-0.000922734604531418
"231050670:distance2",-0.000423239709703264
"231050690:distance2",-0.00171743642388365
"23105093091:distance2",0.0094311120683935
"23105119094:distance2",-0.00102123386263399
"23105119095:distance2",-0.00129204073927769
"23105124091:distance2",-0.000959009190632309
"23105124092:distance2",-0.000861499058538366
"23105124093:distance2",-0.00162561944830335
"23105124094:distance2",-0.00130292523117814
"23106007091:distance2",-0.00166629645976977
"23106007092:distance2",-0.00158052602705038
"23106007093:distance2",0.000666873726317364
"23106007094:distance2",-0.000973474751034297
"23106019091:distance2",-0.00181262509833113
"23106019092:distance2",-0.00173107914741866
"23106019093:distance2",-0.000962287881766606
"23106019094:distance2",-0.00276752954969523
"23106019095:distance2",-0.00134198825058372
"23106024091:distance2",0.0012628697672047
"23106034091:distance2",0.00136851761906399
"23106034092:distance2",-0.000623383028155215
"23106039091:distance2",-0.000526796454826817
"23106039092:distance2",-0.000500207081112648
"23106039093:distance2",-0.000798386548559544
"23106056091:distance2",-0.00147780212509856
"23106056092:distance2",-0.00143326374541457
"23106056093:distance2",-0.00102287322865219
