"","23102007091","23102007092","23102007093","23102059091","23102059092","231020650","231020800","23103118093","231040080","23104086091","23104136091","23104136092","23104136093","231050140","23105024001","23105026091","23105026092","23105041001","23105056091","23105056093","231050670","231050690","23105093091","23105119094","23105119095","23105124091","23105124092","23105124093","23105124094","23106007091","23106007092","23106007093","23106007094","23106019091","23106019092","23106019093","23106019094","23106019095","23106024091","23106034091","23106034092","23106039091","23106039092","23106039093","23106056091","23106056092","23106056093"
"1",9.4575535217985e-167,9.70218225771036e-70,2.40273069869151e-211,0,2.77055373371411e-10,1.43360740040455e-21,1.02203427458475e-06,1.53838150433786e-138,5.74562041828838e-107,2.44933084328733e-14,1.07848176451976e-60,2.14238523379126e-212,2.6070286507451e-272,0,7.25948187773747e-242,1.82159082552697e-08,3.61612574978958e-318,2.11280240888999e-244,1.84894468109992e-84,2.90689963592545e-77,5.24857528941352e-91,1.17685301134793e-29,8.09755677153392e-63,4.82776003819724e-30,1.22815197629257e-39,1.92101838920815e-81,8.85863072627254e-54,2.08097460920934e-92,1.6003304614853e-131,9.64712746639478e-130,2.32526073075637e-30,5.07739537688227e-47,1.63046248372287e-77,7.3344079826903e-34,5.79054171009427e-55,2.18612909936714e-42,0.999998955997473,9.4983874484117e-113,2.91039254884674e-85,1.34369094640999e-152,5.0667253386984e-44,4.85385773121117e-66,1.43368423733068e-61,3.47526447911713e-09,2.12425547625675e-107,7.2613201000388e-177,2.05139871139679e-144
"2",7.08626621916403e-05,6.07774670996103e-06,1.03575822336324e-05,3.06973158177525e-27,1.08609341911274e-17,1.34103557493111e-12,6.63046778209788e-26,1.87632557657465e-40,5.23040486452893e-09,1.37265138210395e-25,7.43667238675908e-05,7.74922901448902e-08,1.52840188406092e-38,2.7515733489614e-26,4.0465460312889e-17,4.59541777944047e-35,6.22920732160274e-14,9.81097522771523e-37,5.84725090045389e-18,1.58203982788301e-39,8.32884472190496e-06,1.7980449638401e-106,4.63951222058685e-16,1.56905444706747e-08,4.92349751380111e-17,3.2256386665288e-07,4.35112162553932e-12,2.08179262101272e-16,6.7556372010128e-23,9.1481123014186e-11,2.69839456731342e-07,3.10601088781257e-12,1.1567407673116e-22,2.05995244092743e-14,2.31630941456897e-32,2.44536611167498e-24,1.22441286027551e-26,4.66186179042732e-07,1.30273314887059e-28,1.77559675293e-24,0.000109502692729999,0.999687490990674,6.87241935777351e-06,1.16700438220737e-16,2.47699799063389e-05,6.37097949417307e-12,2.13248131287839e-07
"3",2.70264842815767e-08,6.71545596047089e-05,1.22929823489355e-08,4.42684377270136e-15,3.06015436022355e-05,1.83756816145172e-15,1.06665526028805e-11,1.75802386176135e-42,2.85395623033134e-05,2.72046880198002e-07,1.89665909776581e-13,1.12013269142417e-07,3.5874728650009e-23,9.32649689987662e-28,1.57096741638145e-62,4.94768669183395e-12,2.25963790176909e-48,6.60361147464391e-22,9.87112453588979e-09,2.25756748951883e-13,3.24799784896953e-43,8.28606674224157e-47,1.09434789630006e-22,3.03371125169227e-17,1.20959742143746e-05,3.60137332083201e-14,6.21370616291351e-12,1.78716119259475e-45,2.60925261365072e-22,9.26183783795176e-44,1.15633602459806e-17,1.59197682624303e-08,6.5897716869721e-06,1.15268471686207e-32,2.25909701067741e-06,5.27077018478577e-08,5.28993403474763e-09,3.83543313459355e-76,4.20641327617794e-08,3.44192202407549e-15,6.87570980327799e-17,3.80585717195455e-12,2.71835942177515e-08,4.78309130451156e-11,5.392344663694e-30,0.999851419845965,7.631558151071e-07
"4",2.60434811439663e-08,6.52770102928706e-05,1.16501815059537e-08,4.50236990884585e-15,2.9697724091892e-05,1.78792036527052e-15,1.05523920988786e-11,1.73610247955273e-42,2.79872942976673e-05,2.66917974271096e-07,1.85192683143852e-13,1.18086782535151e-07,3.65724777502964e-23,9.23467258142382e-28,1.52109048123226e-62,4.88628960754649e-12,2.2912666773627e-48,5.85202070349287e-22,9.58704449029998e-09,2.22797471444235e-13,3.16429636027215e-43,8.34719357802319e-47,8.2637418696256e-23,3.00157819356619e-17,1.20519345746316e-05,3.55750019459403e-14,6.12255511530462e-12,1.79607680851438e-45,2.60048436039229e-22,9.317835847542e-44,1.16075068255929e-17,1.50785254437208e-08,6.51192770159972e-06,1.16404917493784e-32,2.27656530661227e-06,5.20700124790446e-08,5.47560702869492e-09,3.82640659436727e-76,3.92321857204027e-08,3.20144044467746e-15,6.73327067760952e-17,3.71771926222569e-12,2.65358162546806e-08,4.7052430767165e-11,5.39857574175345e-30,0.999854871688866,7.55104473356084e-07
"5",2.49733161448107e-08,6.32139588980217e-05,1.09626916561201e-08,4.58946111534965e-15,2.87063234670925e-05,1.73331111206366e-15,1.04245770632007e-11,1.71160587051483e-42,2.73747328714627e-05,2.61226044617759e-07,1.80253926064875e-13,1.25363725901161e-07,3.73790872817415e-23,9.13177028478797e-28,1.46651341669685e-62,4.81767541376390e-12,2.32762144716451e-48,5.10359592953401e-22,9.275178010452e-09,2.19492833015648e-13,3.07210446119108e-43,8.41696447067751e-47,6.01220675444778e-23,2.96559746488698e-17,1.20022512376606e-05,3.50845785037447e-14,6.02093803255003e-12,1.80622740638931e-45,2.59058946168294e-22,9.38166239834294e-44,1.16577057986101e-17,1.4179356183856e-08,6.42487726801188e-06,1.1770548323185e-32,2.29651133901821e-06,5.13571248464396e-08,5.69376576238024e-09,3.81620912014967e-76,3.62544930834653e-08,2.94931669427396e-15,6.5755153475539e-17,3.62036352322653e-12,2.58208150348421e-08,4.61860711220466e-11,5.40564063289838e-30,0.999858670078252,7.46088641719649e-07
"6",6.38948050463077e-49,4.83274117883674e-05,3.97141745638445e-147,0,3.08370315188234e-10,1.05664193390451e-08,1.43229841992636e-07,7.37948511492257e-237,4.12293185056262e-122,1.11527247996372e-10,7.87570261346209e-05,2.52893325875938e-258,0,0,1.12112941367484e-217,3.85767995712908e-06,1.85379124611822e-303,9.70372945940649e-220,4.69921265964953e-45,1.802226787354e-147,2.80097990220124e-76,3.4452381922746e-233,8.76370150008352e-56,0.000140970547187915,4.38175999783595e-06,1.38592114126051e-93,2.11300885748228e-51,2.84099599583837e-105,1.60846514893856e-33,4.53726889759209e-107,8.04927701767868e-07,6.24835986293711e-07,1.93369015240887e-44,1.26114360321968e-07,1.8045946651007e-63,1.85916777142419e-05,6.07872470364188e-07,1.87070316211688e-81,1.24410340536344e-75,1.80881778610669e-63,3.62535906159945e-05,7.35025993073227e-37,3.2940460685154e-23,0.999666542339926,7.89497945917829e-32,7.13045698978626e-188,1.56354634279757e-134
"7",6.04184779190253e-49,4.67875608540276e-05,3.58956922744e-147,0,2.97234216582615e-10,1.0256590023506e-08,1.4543997713649e-07,7.45714128433104e-237,4.08809428972236e-122,1.10737136170423e-10,7.71811024129399e-05,3.05076843502042e-258,0,0,1.07397291624204e-217,3.89891815401799e-06,2.01251796797312e-303,7.31178188740686e-220,4.53908396836432e-45,1.81800013107909e-147,2.72831217713132e-76,3.67441094561387e-233,4.27945539687952e-56,0.000143189225388106,4.53598502247944e-06,1.40160901128325e-93,2.12237584876352e-51,3.01054388568088e-105,1.6663487992209e-33,4.82177258341747e-107,8.50274103991163e-07,5.63866466484573e-07,1.95756168566756e-44,1.35403457126532e-07,1.92647470692144e-63,1.88064454790931e-05,6.97809541954225e-07,1.94333595468462e-81,1.07678657576773e-75,1.55400691240784e-63,3.58117682403448e-05,7.21170839790973e-37,3.2259376806797e-23,0.999667385536341,8.27993706644504e-32,7.45483480829074e-188,1.58833680934351e-134
"8",5.8954786270657e-49,4.61280865676928e-05,3.43396754174461e-147,0,2.92480059493836e-10,1.01236478285774e-08,1.46419562302113e-07,7.49144068825232e-237,4.07291508659818e-122,1.10392531671115e-10,7.6500230559107e-05,3.31226111178685e-258,0,0,1.05393092129901e-217,3.91713452236595e-06,2.0863182078608e-303,6.4586237026093e-220,4.47061854360212e-45,1.82495815711142e-147,2.69705353184125e-76,3.77962246799084e-233,3.12552040257538e-56,0.000144172811309084,4.60529367498596e-06,1.40854200261011e-93,2.12649509489001e-51,3.08802478093567e-105,1.6923759115167e-33,4.95205190404176e-107,8.70949951647991e-07,5.39050121889641e-07,1.96811900314275e-44,1.39688389505667e-07,1.98246718636389e-63,1.89013741798901e-05,7.4132105321168e-07,1.97605908999807e-81,1.01072183280121e-75,1.453936933772e-63,3.56197835498593e-05,7.15179666783649e-37,3.19652613276659e-23,0.999667707330038,8.45455780581486e-32,7.60164744193134e-188,1.59932784296109e-134
"9",2.06717853633851e-35,1.5312219335901e-17,2.90625906860031e-172,0,4.63348857783733e-62,1.58079620878608e-58,1.38334941728481e-57,0,3.10967946615058e-191,2.65151771567415e-59,1.7195555949875e-40,0,0,0,2.02316200512974e-225,1.54130243086271e-27,0,6.69029560039647e-210,5.5636849672772e-52,2.95049881998269e-232,5.04004205794758e-133,0,1.18667002322282e-108,1.76358704878514e-60,3.41898737449883e-47,1.75534157053738e-159,2.01956211068594e-95,1.36063551456438e-140,0.000219805741276141,6.26233447063072e-114,1.28787509107964e-31,5.22124856113718e-05,6.78422891809705e-22,9.07665464794406e-28,1.5588472369202e-107,0.99972383344186,2.64232852067549e-46,3.91983478323498e-83,2.1976196127659e-87,4.14833125257047e-06,1.23263209858625e-55,8.86252574233063e-62,2.6211937265529e-39,4.75208448496271e-47,3.27407177918469e-16,2.88575378642e-243,7.07345852459314e-167
