"","x"
"384",0.999864940321088
"385",0.999862734214628
"386",0.999688328390559
"387",0.999721840690058
"388",0.999843263962215
"389",0.999864056816885
"390",0.999999924434543
"391",0.999649811779667
"392",0.999864056816885
"393",0.999850145906443
"394",0.999850145906443
"395",0.99985363887344
"396",0.999850409269361
"397",0.999575645304879
"398",0.999567341394913
"399",0.999978038331422
"400",0.999574892330394
"401",0.999669944507567
"402",0.999985307994279
"403",0.999855869151383
"404",0.99958507174664
"405",0.999852736998736
"406",0.999850409269361
"407",0.999900214039801
"408",0.999747085730145
"409",0.999771177606909
"410",0.999786476194766
"411",0.999985987707363
"412",0.999647921991566
"413",0.99999935317417
"414",0.999594477859428
"415",0.999578511450371
"416",0.999999722761632
"417",0.999649842988251
"418",0.99966890047071
"419",0.999663713977062
"420",0.999549137050487
"421",0.999665561921655
"422",0.999864940321088
"423",0.999999591896941
"424",0.999978632656842
"425",0.999864066627648
"426",0.999680831437526
"427",0.999722672866182
"428",0.999205147354022
"429",0.999723219721122
"430",0.999620745287982
"431",0.999858084939194
"432",0.999858674689381
"433",0.999859032766262
"434",0.999609608116793
"435",0.999574892330394
"436",0.999998667493549
"437",0.999515459258031
"438",0.999854020318577
"439",0.999668429722438
"440",0.99966845128736
"441",0.999574477265851
"442",0.999574477265851
"443",0.999529002307163
"444",0.999980156091505
"445",0.999594477859428
"446",0.999531336625146
"447",0.999859032766262
"448",0.999668668345963
"449",0.999631723906436
"450",0.999650322426447
"451",0.999687999138242
"452",0.999667029708101
"453",0.999848975674945
"454",0.999862860874907
"455",0.999859192516735
"456",0.999983408104171
"457",0.999628406669483
"458",0.999859032766262
"459",0.999891677029392
"460",0.999859709415202
"461",0.999978041411776
"462",0.999946246138665
"463",0.999982499193812
"464",0.99963462837482
"465",0.999864940321088
"466",0.999841646885658
"467",0.99974946489672
"468",0.999666966813979
"469",0.999858933224806
"470",0.999643759984172
"471",0.999958235514003
"472",0.999641605656409
"473",0.999998438229219
"474",0.999945264046032
